Numero RCL,Inscricao Imobiliaria,Tipo Lancamento  (1-Normal 2-Complementar),Exercicio
30179782023,99991256950000000,1,2023
30179782023,99991256960000000,1,2023
30179782023,99991256970000000,1,2023
30179782023,99991256980000000,1,2023
30179782023,99991256990000000,1,2023
30179782023,99991257000000000,1,2023
30179782023,99991257010000000,1,2023
30179782023,99991257020000000,1,2023
30179782023,99991257030000000,1,2023
30179782023,99991257040000000,1,2023
30179782023,99991257050000000,1,2023
30179782023,99991257060000000,1,2023
30179782023,99991257070000000,1,2023
30179782023,99991257080000000,1,2023
30179782023,99991257090000000,1,2023
30179782023,99991257100000000,1,2023
30179782023,99991257110000000,1,2023
30179782023,99991257120000000,1,2023
30179782023,99991257130000000,1,2023
30179782023,99991257140000000,1,2023
30179782023,99991257150000000,1,2023
30179782023,99991257160000000,1,2023
30179782023,99991257170000000,1,2023
30179782023,99991257180000000,1,2023
30179782023,99991257190000000,1,2023
30179782023,99991257200000000,1,2023
30179782023,99991257210000000,1,2023
30179782023,99991257220000000,1,2023
30179782023,99991257230000000,1,2023
30179782023,99991257240000000,1,2023
30179782023,99991257250000000,1,2023
30179782023,99991257260000000,1,2023
30179782023,99991257270000000,1,2023
30179782023,99991257280000000,1,2023
30179782023,99991257290000000,1,2023
30179782023,99991257300000000,1,2023
30179782023,99991257310000000,1,2023
30179782023,99991257320000000,1,2023
30179782023,99991257330000000,1,2023
30179782023,99991257340000000,1,2023
30179782023,99991257350000000,1,2023
30179782023,99991257360000000,1,2023
30179782023,99991257370000000,1,2023
30179782023,99991257380000000,1,2023
30179782023,99991257390000000,1,2023
30179782023,99991257400000000,1,2023
30179782023,99991257410000000,1,2023
30179782023,99991257420000000,1,2023
30179782023,99991257430000000,1,2023
30179782023,99991257440000000,1,2023
30179782023,99991257450000000,1,2023
30179782023,99991257460000000,1,2023
30179782023,99991257470000000,1,2023
30179782023,99991257480000000,1,2023
30179782023,99991257490000000,1,2023
30179782023,99991257500000000,1,2023
30179782023,99991257510000000,1,2023
30179782023,99991257520000000,1,2023
30179782023,99991257530000000,1,2023
30179782023,99991257540000000,1,2023
30179782023,99991257550000000,1,2023
30179782023,99991257560000000,1,2023
30179782023,99991257570000000,1,2023
30179782023,99991257580000000,1,2023
30179782023,99991257590000000,1,2023
30179782023,99991257600000000,1,2023
30179782023,99991257600010000,1,2023
30179782023,99991257600020000,1,2023
30179782023,99991257600030000,1,2023
30179782023,99991257610000000,1,2023
30179782023,99991257610010000,1,2023
30179782023,99991257620000000,1,2023
30179782023,99991257630000000,1,2023
30179782023,99991257640000000,1,2023
30179782023,99991257650000000,1,2023
30179782023,99991257660000000,1,2023
30179782023,99991257670000000,1,2023
30179782023,99991257680000000,1,2023
30179782023,99991257690000000,1,2023
30179782023,99991257700000000,1,2023
30179782023,99991257710000000,1,2023
30179782023,99991257720000000,1,2023
30179782023,99991257730000000,1,2023
30179782023,99991257740000000,1,2023
30179782023,99991257750000000,1,2023
30179782023,99991257760000000,1,2023
30179782023,99991257770000000,1,2023
30179782023,99991257780000000,1,2023
30179782023,99991257790000000,1,2023
30179782023,99991257800000000,1,2023
30179782023,99991257810000000,1,2023
30179782023,99991257820000000,1,2023
30179782023,99991257830000000,1,2023
30179782023,99991257840000000,1,2023
30179782023,99991257850000000,1,2023
30179782023,99991257860000000,1,2023
30179782023,99991257870000000,1,2023
30179782023,99991257880000000,1,2023
30179782023,99991257890000000,1,2023
30179782023,99991257900000000,1,2023
30179782023,99991257910000000,1,2023
30179782023,99991257920000000,1,2023
30179782023,99991257930000000,1,2023
30179782023,99991257940000000,1,2023
30179782023,99991257950000000,1,2023
30179782023,99991257960000000,1,2023
30179782023,99991257970000000,1,2023
30179782023,99991257980000000,1,2023
30179782023,99991257990000000,1,2023
30179782023,99991258000000000,1,2023
30179782023,99991258010000000,1,2023
30179782023,99991258020000000,1,2023
30214022023,99990491410040000,1,2023
30477452023,99990962230010000,1,2023
30479322023,99990063270040000,1,2023
30479102023,99990063270030000,1,2023
30478882023,99990063270020000,1,2023
30478532023,99990063270010000,1,2023
30479732023,99990063270050000,1,2023
30479992023,99990063270060000,1,2023
30480102023,99990063270070000,1,2023
30480292023,99990063270080000,1,2023
30480622023,99990063270000000,1,2023
30479152023,99990228950000000,1,2023
30479052023,99990192690180000,1,2023
30479012023,99990192690170000,1,2023
30478932023,99990192690160000,1,2023
30482082023,99990051530000000,1,2023
30466652023,99990600163230000,1,2023
30461732023,99990634370830000,1,2023
30480682023,99990830900000000,1,2023
30495472023,99990336350020000,1,2023
30478752023,99990152381460000,1,2023
30478752023,99990152381480000,1,2023
30478752023,99990152381580000,1,2023
30478752023,99990152381590000,1,2023
30478752023,99990152381610000,1,2023
30478752023,99990152381640000,1,2023
30478752023,99990152381650000,1,2023
30478752023,99990152382360000,1,2023
30478752023,99990152382370000,1,2023
30478752023,99990152382390000,1,2023
30478752023,99990152382400000,1,2023
30478752023,99990152382410000,1,2023
30478752023,99990152382430000,1,2023
30478752023,99990152382440000,1,2023
30478752023,99990152382460000,1,2023
30478752023,99990152382470000,1,2023
30478752023,99990152382540000,1,2023
30478752023,99990152382550000,1,2023
30478752023,99990152383090000,1,2023
30478752023,99990152383100000,1,2023
30481232023,99991240730000000,1,2023
30481362023,99991240750000000,1,2023
30485092023,99990914300250000,1,2023
30485802023,99990809550030000,1,2023
30486552023,99990528260070000,1,2023
30488412023,99990777450010000,1,2023
